id,img_1,img_2,score,similarity_type,lien_interne
30039881,"wit75_pdf75_0204_103,334,217,192.jpg","wit75_pdf75_0204_852,862,240,243.jpg",56.15985,1,True
30040442,"wit75_pdf75_0204_852,862,240,243.jpg","wit75_pdf75_0892_322,1205,190,196.jpg",28.46677,1,True
30040443,"wit75_pdf75_0204_853,1574,220,187.jpg","wit75_pdf75_0204_960,502,239,190.jpg",69.24389,1,True
30039994,"wit75_pdf75_0204_853,1574,220,187.jpg","wit75_pdf75_0204_1198,168,176,174.jpg",83.26897,1,True
30040445,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0204_853,1574,220,187.jpg",84.7889,1,True
30040446,"wit75_pdf75_0204_853,1574,220,187.jpg","wit75_pdf75_0204_967,509,225,182.jpg",67.09249,1,True
30040685,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0459_38,1949,216,247.jpg",74.70228,1,True
30039825,"wit75_pdf75_0204_1018,1218,207,195.jpg","wit75_pdf75_0459_44,185,243,337.jpg",70.51583,1,True
30040497,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0888_799,1088,236,249.jpg",85.31644,1,True
30040278,"wit75_pdf75_0204_498,1574,204,185.jpg","wit75_pdf75_0888_799,1088,236,249.jpg",89.22142,1,True
30040511,"wit75_pdf75_0204_967,509,225,182.jpg","wit75_pdf75_0888_799,1088,236,249.jpg",86.2787,1,True
30041362,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0888_799,1088,236,249.jpg",76.41856,1,True
30039905,"wit75_pdf75_0204_108,1408,192,183.jpg","wit75_pdf75_0888_799,1088,236,249.jpg",91.99024,1,True
30041479,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0892_1079,219,179,223.jpg",77.50302,1,True
30040495,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0892_1080,1000,193,207.jpg",32.84581,1,True
30041489,"wit75_pdf75_0204_967,509,225,182.jpg","wit75_pdf75_0892_1080,1000,193,207.jpg",37.88332,1,True
30039889,"wit75_pdf75_0204_1051,1803,229,207.jpg","wit75_pdf75_0892_112,1187,220,224.jpg",50.26598,1,True
30041568,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0892_112,1187,220,224.jpg",29.86589,1,True
30041570,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0892_112,1187,220,224.jpg",39.13296,1,True
30039824,"wit75_pdf75_0204_1018,1218,207,195.jpg","wit75_pdf75_0892_1273,621,178,202.jpg",92.36303,1,True
30040460,"wit75_pdf75_0204_88,1218,216,206.jpg","wit75_pdf75_0892_1273,621,178,202.jpg",25.79942,1,True
30039860,"wit75_pdf75_0204_680,141,181,203.jpg","wit75_pdf75_0204_1025,158,188,210.jpg",81.20876,1,True
30039862,"wit75_pdf75_0204_1025,158,188,210.jpg","wit75_pdf75_0892_1081,1382,200,216.jpg",65.60099,1,True
30039864,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0204_1025,158,188,210.jpg",70.82497,1,True
30040007,"wit75_pdf75_0204_1242,1760,234,219.jpg","wit75_pdf75_0892_596,1971,267,188.jpg",30.19084,1,True
30040008,"wit75_pdf75_0204_1242,1760,234,219.jpg","wit75_pdf75_0892_1089,1766,188,214.jpg",26.13576,1,True
30040186,"wit75_pdf75_0204_316,1240,182,193.jpg","wit75_pdf75_0892_1273,621,178,202.jpg",60.64817,1,True
30040188,"wit75_pdf75_0204_316,1240,182,193.jpg","wit75_pdf75_0459_44,185,243,337.jpg",60.77303,1,True
30040189,"wit75_pdf75_0204_316,1240,182,193.jpg","wit75_pdf75_0892_1785,575,215,215.jpg",41.62612,1,True
30040192,"wit75_pdf75_0204_316,1240,182,193.jpg","wit75_pdf75_0459_267,1962,241,282.jpg",61.91783,1,True
30040193,"wit75_pdf75_0204_316,1240,182,193.jpg","wit75_pdf75_0892_2012,594,254,207.jpg",49.17593,1,True
30040200,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0892_526,1780,159,190.jpg",30.4898,1,True
30040207,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0459_1129,1562,248,247.jpg",29.65826,1,True
30040209,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0892_1252,219,201,216.jpg",71.63666,1,True
30040212,"wit75_pdf75_0204_429,352,259,164.jpg","wit75_pdf75_0892_1093,2161,164,189.jpg",33.83628,1,True
30040221,"wit75_pdf75_0204_436,1763,349,368.jpg","wit75_pdf75_0892_900,1959,155,190.jpg",39.33523,1,True
30040419,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0892_1252,219,201,216.jpg",52.1171,1,True
30040420,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0564_36,1411,278,297.jpg",71.71842,1,True
30040403,"wit75_pdf75_0204_840,1385,187,202.jpg","wit75_pdf75_0204_850,150,209,196.jpg",64.93937,1,True
30040424,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0892_1919,1333,192,184.jpg",72.21363,1,True
30041381,"wit75_pdf75_0204_1743,993,278,249.jpg","wit75_pdf75_0888_816,666,255,180.jpg",60.36641,1,True
30041382,"wit75_pdf75_0204_103,334,217,192.jpg","wit75_pdf75_0888_816,666,255,180.jpg",76.32304,1,True
30040487,"wit75_pdf75_0204_960,502,239,190.jpg","wit75_pdf75_0892_1093,2161,164,189.jpg",40.63568,1,True
30040476,"wit75_pdf75_0204_96,1590,218,197.jpg","wit75_pdf75_0892_112,1187,220,224.jpg",28.0399,1,True
30040408,"wit75_pdf75_0204_840,1385,187,202.jpg","wit75_pdf75_0892_112,1187,220,224.jpg",39.71622,1,True
30039941,"wit75_pdf75_0204_110,1779,342,343.jpg","wit75_pdf75_0892_895,1394,188,198.jpg",49.85122,1,True
30039942,"wit75_pdf75_0204_110,1779,342,343.jpg","wit75_pdf75_0204_316,1577,194,198.jpg",70.96669,1,True
30039943,"wit75_pdf75_0204_110,1779,342,343.jpg","wit75_pdf75_0204_687,1081,349,320.jpg",68.47372,1,True
30039961,"wit75_pdf75_0204_111,121,208,216.jpg","wit75_pdf75_0204_1025,158,188,210.jpg",85.86539,1,True
30039962,"wit75_pdf75_0204_111,121,208,216.jpg","wit75_pdf75_0459_749,859,357,308.jpg",55.43198,1,True
30039963,"wit75_pdf75_0204_111,121,208,216.jpg","wit75_pdf75_0204_852,862,240,243.jpg",48.64289,1,True
30039964,"wit75_pdf75_0204_111,121,208,216.jpg","wit75_pdf75_0564_40,609,353,327.jpg",34.50604,1,True
30040118,"wit75_pdf75_0204_2032,791,224,214.jpg","wit75_pdf75_0564_36,1411,278,297.jpg",81.74692,1,True
30040119,"wit75_pdf75_0204_644,1383,210,210.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",77.08655,1,True
30040120,"wit75_pdf75_0204_1025,158,188,210.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",74.03386,1,True
30040126,"wit75_pdf75_0204_1051,1803,229,207.jpg","wit75_pdf75_0204_2032,791,224,214.jpg",51.84975,1,True
30040025,"wit75_pdf75_0204_1521,1272,880,914.jpg","wit75_pdf75_0204_2034,96,368,380.jpg",63.57129,1,True
30040130,"wit75_pdf75_0204_2049,1964,366,257.jpg","wit75_pdf75_0892_526,1780,159,190.jpg",31.75564,1,True
30040131,"wit75_pdf75_0204_2049,1964,366,257.jpg","wit75_pdf75_0892_303,438,230,158.jpg",75.78005,1,True
30040132,"wit75_pdf75_0204_2049,1964,366,257.jpg","wit75_pdf75_0204_2229,1737,187,241.jpg",27.92138,1,True
